text,label,source
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,fingpt_sentiment
Baby Bonds For Baby Boomers Rebalancing Into Fixed Income. Continue reading: https://t.co/r6XQE4yRqW #finance #business #stockmarket,neutral,fingpt_sentiment
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,fingpt_sentiment
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",positive,fingpt_sentiment
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive,fingpt_sentiment
The burning and releasing of vast amounts of natural gas into the atmosphere in America's top shale basin is much b… https://t.co/1GTK2pVATM,neutral,fingpt_sentiment
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral,fingpt_sentiment
The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral,fingpt_sentiment
"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said .",neutral,fingpt_sentiment
"SAIC to Acquire Unisys Federal in Accretive, Strategic and Value Creating Transaction",neutral,fingpt_sentiment
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,neutral,fingpt_sentiment
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,fingpt_sentiment
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive,fingpt_sentiment
$ISRG Break out confirmed. Bought Leaps. Good trading!,positive,fingpt_sentiment
Sainsbury's says to outperform rivals in tough market,positive,fingpt_sentiment
Cadence's (CDNS) Q2 performance is likely to have benefited from its diversified product portfolio.,positive,fingpt_sentiment
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",neutral,fingpt_sentiment
$YHOO About to break out on the 5-min...,positive,fingpt_sentiment
Abiomed down 9% on study questioning value of impella heart pump,negative,fingpt_sentiment
We highlight 3 ultra-cheap ETFs that focus on high quality dividend payers,positive,fingpt_sentiment
Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,neutral,fingpt_sentiment
House passes first part of spending package to avert shutdown,neutral,fingpt_sentiment
"Applied Materials (AMAT) delivered earnings and revenue surprises of 2.16% and 1.67%, respectively, for the quarter ended January 2022. Do the numbers hold clues to what lies ahead for the stock?",positive,fingpt_sentiment
"$DVN $DOW - Devon Energy, Dow to jointly develop Oklahoma shale acreage https://t.co/eCS90hUh92",neutral,fingpt_sentiment
"The WisdomTree Cloud Computing ETF down nearly 30% for the year is an opportunity to pick quality names at a deep discount, Tyler Radke said this morning on CNBC's “TechCheck”. Citi analyst reveals his top two cloud stocks Two names in the cloud space that particularly pop out to the Senior Citi Analyst are ServiceNow […] The post Two cloud stocks you should own right now and why appeared first on Invezz.",positive,fingpt_sentiment
$COENF $COENY - Contact Energy declares NZ$0.16 dividend https://t.co/GEVTIaeZ9u,neutral,fingpt_sentiment
"Jefferies Managing Director Andy Barish joins Yahoo Finance Live Brian Cheung, Brook DiPalma and Akiko Fujita to discuss Starbucks earnings and its initiatives to boost partner pay and benefits as a counter to the unionization push.",neutral,fingpt_sentiment
Morrisons faces festive sales test,negative,fingpt_sentiment
"$BEAT seems extremely cheap, have not looked into why it has lagged so much this year, but screens well",neutral,fingpt_sentiment
"Mary Kissel, former senior advisor to State Secretary Mike Pompeo, discusses the ongoing protests in China and the role corporate America is playing in the expansion of the Chinese government. Subscribe to Fox Business!",negative,fingpt_sentiment
Westwater Applauds Federal FY 2021 Budget Proposal for Uranium,neutral,fingpt_sentiment
"Alphabet/Google stock is massively out of favor right now, down 32% for the year. Yet the company's revenue is still growing at a rapid pace and bottom line weakness can be remedied with cost trimming.",negative,fingpt_sentiment
"Carter Worth joins Melissa Lee and the Fast Money traders to discuss Apple's relative performance breaking down, Apple's announcement about cutting hires, and signs that Apple's outperformance against the S&P narrowing.",negative,fingpt_sentiment
Piper likes DexCom in premarket analyst action,positive,fingpt_sentiment
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,negative,fingpt_sentiment
AstraZeneca diabetes drug combination faces delay after FDA rebuff,negative,fingpt_sentiment
Markets trending lower despite positive jobs report,negative,fingpt_sentiment
OPEC+ will adjust its output target and redistribute production cuts between its members under pressure from Saudi… https://t.co/iUHhLCivja,neutral,fingpt_sentiment
Imagine Owning Caleres (NYSE:CAL) And Wondering If The 28% Share Price Slide Is Justified,neutral,fingpt_sentiment
"Michael Pachter, Wedbush Securities, joins 'Closing Bell' to discuss what Netflix price hikes will mean for the stock.",neutral,fingpt_sentiment
Have $300 to spare? Take a look at these Buffett stocks that could be long-term winners.,positive,fingpt_sentiment
Temporary layoffs in these units have already started .,neutral,fingpt_sentiment
"The hiring ramp comes ahead of Amazon's ""Prime Early Access Sale"" next week.",positive,fingpt_sentiment
"`` Soon after , the collisions started . ''",neutral,fingpt_sentiment
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive,fingpt_sentiment
"Those hoping that the recent decline in Netflix Inc.'s ( NFLX , Financial) share price would put it back in value territory may soon find themselves disappointed.",negative,fingpt_sentiment
"$OMF - OneMain Holdings EPS beats by $0.21, beats on revenue https://t.co/wjkkgO3kFK",positive,fingpt_sentiment
New Frontier Corp (NFC): Hedge Funds Are Nibbling,neutral,fingpt_sentiment
"Meet Ernie, Bert, Scooter, and Kermit.",neutral,fingpt_sentiment
Germanwings disaster will not affect image of budget air travel - easyJet,neutral,fingpt_sentiment
"Apple workers in Towson, Maryland, have voted to form the first-ever labor union at one of the tech giant's US stores.",positive,fingpt_sentiment
"The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies .",neutral,fingpt_sentiment
"Amazon.com, Inc. (NASDAQ: AMZN), Apple Inc (NASDAQ: AAPL) and Microsoft Corporation (NASDAQ: MSFT) are all trading lower",negative,fingpt_sentiment
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",negative,fingpt_sentiment
205 pages of research on Micron Technology landed in my inbox with a thud.,neutral,fingpt_sentiment
$YANG Double bottom 5.2,positive,fingpt_sentiment
Do some good and make big money out of it! Here are 3 ESG stocks to buy if you're a social enthusiast.,positive,fingpt_sentiment
"3 Top-Performing Mutual Funds to Consider for Your Retirement Portfolio- February 06, 2020",neutral,fingpt_sentiment
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",positive,fingpt_sentiment
"'Jumanji' Sequel With Dwayne Johnson, Kevin Hart Tops Box Office",neutral,fingpt_sentiment
Prothena up 8% on Evercore upgrade,positive,fingpt_sentiment
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral,fingpt_sentiment
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,negative,fingpt_sentiment
How Many The Clorox Company (NYSE:CLX) Shares Do Institutions Own?,neutral,fingpt_sentiment
"The total headcount reduction will be 50 persons , the company said .",negative,fingpt_sentiment
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,fingpt_sentiment
"Earlier this year, Apple Inc. looked like it was on its way to becoming the first $3 trillion company. Today, it's no longer the most valuable company in the world.",negative,fingpt_sentiment
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,positive,fingpt_sentiment
"As part of the Phase II program, Cadence (CDNS) will provide security integrations with its digital and verification design flows to develop advanced microelectronics.",positive,fingpt_sentiment
"Yahoo Finance anchors Rachelle Akuffo, Seana Smith and Dave Briggs discuss Beyond Meat stock jumping amid Wall Street optimism; Netflix shares rising after Cowen reiterated its 'Outperform' rating on the stock; and Microsoft finally retiring Internet Explorer after more than two decades.",positive,fingpt_sentiment
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,positive,fingpt_sentiment
$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,positive,fingpt_sentiment
"The S&P 500 is off to a forgettable start this year, but that creates multiple buying opportunities if you're looking for cheap stocks. The post 7 Cheap Stocks to Buy Now if You Have $100 to Spend appeared first on InvestorPlace.",positive,fingpt_sentiment
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",positive,fingpt_sentiment
The Group aims to increase its net sales and comparable operating profit in 2006 .,positive,fingpt_sentiment
$TSLA recall model X https://t.co/b7izYa4BuE,negative,fingpt_sentiment
Helen Bonham Carter digs into her heritage in My Grandparents’ War on Channel 4 https://t.co/ptLC0UJDYB,neutral,fingpt_sentiment
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,fingpt_sentiment
"Gold hovered near $1,700 an ounce, extending its rally to the highest in more than 7 years https://t.co/frfLbMdeVp https://t.co/dNMkIo8PEY",positive,fingpt_sentiment
$SPY $ULTA $BLL,neutral,fingpt_sentiment
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive,fingpt_sentiment
"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral,fingpt_sentiment
Alphabet's (GOOGL) Google redesigns Google Camera for Wear OS to provide an enhanced experience to smartwatch users.,positive,fingpt_sentiment
"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",neutral,fingpt_sentiment
"$INO Up, up, and away!",positive,fingpt_sentiment
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral,fingpt_sentiment
The union vote comes after an Apple Store in Maryland voted the same earlier this year.,neutral,fingpt_sentiment
Amazon's grocery deal with Morrisons is only the beginning,positive,fingpt_sentiment
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,fingpt_sentiment
Stubborn inflation is causing these stocks to tumble again today.,negative,fingpt_sentiment
The company will also be compensated for acting as a reserve batch plant .,positive,fingpt_sentiment
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,fingpt_sentiment
Here is What Hedge Funds Think About Xencor Inc (XNCR),neutral,fingpt_sentiment
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,fingpt_sentiment
"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",neutral,fingpt_sentiment
Uber Shares Tumble 6% In Premarket As London Again Revokes Operating License https://t.co/rwgO8ouPtq,negative,fingpt_sentiment
$GTAT Will re-enter short on bounce...,negative,fingpt_sentiment
"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",neutral,fingpt_sentiment
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive,fingpt_sentiment
RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .,neutral,fingpt_sentiment
Microsoft's stock is poised for long-term growth.,positive,fingpt_sentiment
WPP wins race for 'programmatic buying' agency Essence Digital,positive,fingpt_sentiment
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,positive,fingpt_sentiment
"After Barclays and Bank of America, Citigroup has blockchain in sight",positive,fingpt_sentiment
Intertek swings to ÃÂ£347 mln loss on oil's slump,negative,fingpt_sentiment
DeepMind has evolved from a small startup into a promising part of Alphabet.,positive,fingpt_sentiment
"Cargotec 's share capital after the increase totals 64,046,460 euros .",neutral,fingpt_sentiment
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral,fingpt_sentiment
"Digital Realty Trust, Inc. 5.250% PFD SER J declares $0.328125 dividend",neutral,fingpt_sentiment
$BBRY nice bounce,positive,fingpt_sentiment
"Despite Back-and-Forth Trade News, Market Continues To Grind Higher",positive,fingpt_sentiment
"General Electric has hired Carolina Dybeck Happe as its new finance chief, filling a vital role that will focus on… https://t.co/4xa9EQClTZ",neutral,fingpt_sentiment
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,fingpt_sentiment
Turkish lira weakens past key 6-per-dollar level,negative,fingpt_sentiment
Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,positive,fingpt_sentiment
Tech stocks are buoyant this morning despite NVIDIA's disappointing results.,positive,fingpt_sentiment
SocGen Pledges Higher Returns After Signaling It May Miss Target,neutral,fingpt_sentiment
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive,fingpt_sentiment
"$FTS: Fortis announced the appointment of David Hutchens as Chief Operating Officer, Fortis, effective January 1,... https://t.co/90PWjTanjp",neutral,fingpt_sentiment
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),negative,fingpt_sentiment
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral,fingpt_sentiment
A database aggregating 1.2 billion users’ personal information was discovered unprotected on a server alleged to be… https://t.co/Ny5YsUwHNB,neutral,fingpt_sentiment
"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",neutral,fingpt_sentiment
long $AAPL,positive,fingpt_sentiment
Oil Majors Go On $27 Billion Selling Spree,neutral,fingpt_sentiment
Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,positive,fingpt_sentiment
Twitter stock price target raised to $36.50 from $34.50 at Wedbush,positive,fingpt_sentiment
Sophos aims to raise $100m in London IPO,positive,fingpt_sentiment
"Cautious consumers, macroeconomic worries and continued supply chain bottlenecks are going to work against Apple Inc. in the near term, but don't give up on shares now.",negative,fingpt_sentiment
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",positive,fingpt_sentiment
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,fingpt_sentiment
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,negative,fingpt_sentiment
"RECAP 11/22 Unusual Puts:
$WMT Jan 120 P
$BTU Feb 9 P
$UBER Dec 28 P
$GPS Mar 14 P
$SPCE Dec 7.5 P
$OLLI Dec 65 P… https://t.co/fgEcuNFyjC",negative,fingpt_sentiment
Tesco's Sales Pickup Isn't Enough,negative,fingpt_sentiment
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,fingpt_sentiment
Bitcoin slides to six-month low as China warns of risks https://t.co/b6HuCtpHBd,negative,fingpt_sentiment
OECS Organisation of Eastern Caribbean States : Music Talk held in Montserrat #OECS #economy #MarketScreener… https://t.co/j9Udq6yn5m,neutral,fingpt_sentiment
Microsoft : Amazon files lawsuit contesting Pentagon's $10 billion cloud contract to Micro... #Microsoft #Stock… https://t.co/i66vgcLHZP,neutral,fingpt_sentiment
"Although Target looks like a losing stock right now, this Fool has faith that its share price will rebound.",positive,fingpt_sentiment
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,positive,fingpt_sentiment
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,positive,fingpt_sentiment
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,positive,fingpt_sentiment
"For Saudi Arabia’s Richest, the Aramco IPO Is Payback Time",neutral,fingpt_sentiment
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",neutral,fingpt_sentiment
We're Keeping An Eye On Riot Blockchain's (NASDAQ:RIOT) Cash Burn Rate,neutral,fingpt_sentiment
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative,fingpt_sentiment
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,fingpt_sentiment
$GPRO down 25% since Tue morning.,negative,fingpt_sentiment
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",negative,fingpt_sentiment
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,fingpt_sentiment
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",positive,fingpt_sentiment
Yahoo Finance Live anchors Brad Smith and Brian Sozzi discuss this summer's six worst-performing Dow stocks.,neutral,fingpt_sentiment
The idea of saving electricity in data transfer is still a new one .,neutral,fingpt_sentiment
$FL - Foot Locker: Can't Get Much Better. Follow this and any other stock on Seeking Alpha! https://t.co/hRtjAgSavF… https://t.co/vmnKQmr8WJ,neutral,fingpt_sentiment
Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,negative,fingpt_sentiment
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral,fingpt_sentiment
"$TGE - Tallgrass Energy CEO Dehaemers departs, succeeded by Moler https://t.co/5W8HAo8SeR",neutral,fingpt_sentiment
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,positive,fingpt_sentiment
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",negative,fingpt_sentiment
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,fingpt_sentiment
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral,fingpt_sentiment
Dragonfly Capital - 4 Trade Ideas for Facebook: Bonus Idea https://t.co/rYScZENlSy $FB https://t.co/ubVamfc4BO,neutral,fingpt_sentiment
Fat Prophets Pty : FPP Non-Renounceable Rights Issue #FatProphetsPty #Stock #MarketScreener https://t.co/JkAT9QHgBz https://t.co/dQoC6XqvKv,neutral,fingpt_sentiment
Shire share price under pressure after $32bn Baxalta deal,negative,fingpt_sentiment
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",positive,fingpt_sentiment
"Even if the latest stock market surge is only temporary, buying these stocks should be a smart move.",positive,fingpt_sentiment
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",positive,fingpt_sentiment
The Biden administration is trying to slow China's technological advances on concern they could be used for military purposes.,negative,fingpt_sentiment
"DoubleVerify partners with Netflix to enhance digital advertising, lifting both stocks. Netflix earnings on tap.",positive,fingpt_sentiment
WPP boosts sales despite cautious clients,positive,fingpt_sentiment
$FB & $TSLA cracking lower early. $short #correction #stocks,negative,fingpt_sentiment
The company expects to open its first online shop in the US in the summer in 2011 .,neutral,fingpt_sentiment
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,fingpt_sentiment
"Intel revised its Q2 guidance downwards but kept its full-year FY22 guidance intact. The company doesn't expect its near-term headwinds to be structural. However, the market didn't like the uncertainty in its Q2 guide and knocked its price down further.",negative,fingpt_sentiment
Fed's Mester says policymakers want to prevent 'lasting damage' to the economy https://t.co/VYMW1cZvaW https://t.co/Mut4kwmdby,neutral,fingpt_sentiment
"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",negative,fingpt_sentiment
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",neutral,fingpt_sentiment
Nordea Bank has a large share and vast experience in the Nordic credit card market .,neutral,fingpt_sentiment
Amazon has stoped tests of its Scout robots and is reassigning the team behind it to new jobs.,negative,fingpt_sentiment
UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral,fingpt_sentiment
SB Financial announces extension of share repurchase program,positive,fingpt_sentiment
"TipRanks analyst ranking service pinpoints Wall Street's best-performing stocks, like Amazon & Walmart.",positive,fingpt_sentiment
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive,fingpt_sentiment
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive,fingpt_sentiment
Oil trades at 3-month low https://t.co/6F8tuUZLyb,negative,fingpt_sentiment
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,fingpt_sentiment
Guatemala imposes travel restrictions to stop entry of coronavirus #economy #MarketScreener https://t.co/LyI3ggH3Ei https://t.co/hBWATuxOx1,neutral,fingpt_sentiment
"Stephanie Link, Hightower Advisors chief investment strategist and portfolio manager, joins 'Power Lunch' to discuss her expectations for earnings this week.",neutral,fingpt_sentiment
The company's cloud-gaming platform had good tech. So why did it fail?,negative,fingpt_sentiment
Shire to buy NPS for $5.2 billion to boost rare disease drugs,positive,fingpt_sentiment
"History shows that the Dow, S&P 500, and the Nasdaq could be in for another huge run in 2020.… https://t.co/xYovuKPQss",positive,fingpt_sentiment
Mandiant Inc (NASDAQ: MNDT) shares jumped 20% on Monday after the Information cited anonymous source to report that Alphabet Inc's (NASDAQ: GOOGL) Google was interested in buying the cybersecurity company for $4.50 billion. What's in it for Google?,positive,fingpt_sentiment
London Stock Exchange Ã¢â¬â Deutsche Boerse merger under threat from Brexit,negative,fingpt_sentiment
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",positive,fingpt_sentiment
"Although markets turned lower to start out this truncated trading week, a couple of analysts took this opportunity to hike their targets on a couple of trillion-dollar names.",neutral,fingpt_sentiment
"Total beats quarterly forecasts despite low oil price, lifts payout",positive,fingpt_sentiment
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,fingpt_sentiment
Target steps up same-day delivery options,neutral,fingpt_sentiment
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",positive,fingpt_sentiment
"Nvidia is firing on all cylinders and tech like Omniverse shows it is building for the future, so don't expect the plateau in NVDA stock to last. The post Make a Move on Nvidia Stock While It Sits at November's Levels appeared first on InvestorPlace.",positive,fingpt_sentiment
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,negative,fingpt_sentiment
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,fingpt_sentiment
Twitter is now letting people hide unwanted replies to their tweets as part of a broader effort to make the platfor… https://t.co/rYtx0jem05,neutral,fingpt_sentiment
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive,fingpt_sentiment
"GOOG stock is much less vulnerable to economic issues and competition than many of its large-tech peers, including Apple. The post Alphabet Stock Is Much Better Positioned Than Other Tech Giants appeared first on InvestorPlace.",positive,fingpt_sentiment
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,fingpt_sentiment
"Ahead of Apple's earnings results, Bloomberg's Mark Gurman breaks down how the tech giant has become more vulnerable to outside economic factors like China's covid-related shutdowns and rising inflation and interest rates.",negative,fingpt_sentiment
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative,fingpt_sentiment
"Google plans to combine the teams working on its Maps product and on Waze, a mapping service that Google acquired in 2013. The merger comes as the search engine giant feels the pressure to cut costs and consolidate operations, reports The Wall Street Journal.",positive,fingpt_sentiment
POLL-U.S. housing outlook improves but not breaking new ground - Nasdaq,positive,fingpt_sentiment
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",neutral,fingpt_sentiment
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,fingpt_sentiment
"Experience Management Leader Medallia to Acquire Video Feedback Platform, LivingLens",neutral,fingpt_sentiment
"Famed investor Jeremy Grantham — known for predicting several asset bubbles in the past — says the S&P 500 is in a ""superbubble."" The post Jeremy Grantham Bets 10 Stocks Will Protect Him From 'Superbubble' appeared first on Investor's Business Daily.",negative,fingpt_sentiment
CompaniesFresnillo shares jump 8% as silver price breaks $21,positive,fingpt_sentiment
Amazon's stock split may be more than just cosmetic. Stock splits are often followed by stock-for-stock acquisitions.,neutral,fingpt_sentiment
$SHEN $SHEN $TMUS - Shentel falls after updating on T-Mobile affiliate talks https://t.co/QRzbYGeN4x,negative,fingpt_sentiment
"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",positive,fingpt_sentiment
Yahoo Finance's Brian Sozzi discusses why Lululemon stock is lower today.,negative,fingpt_sentiment
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral,fingpt_sentiment
`` The CHF is a great product .,positive,fingpt_sentiment
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,negative,fingpt_sentiment
Full-year operating result for 2008 was 3.6 million negative .,negative,fingpt_sentiment
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,neutral,fingpt_sentiment
Highlight: Asahi Kasei Corporation Senior Executive Officer John Moyer on investing in autonomous driving and build… https://t.co/CAwyjxB6ay,neutral,fingpt_sentiment
"Hexo Reported Unlicensed Cannabis, Schedules It For Destruction",neutral,fingpt_sentiment
"Wall Street has stars in its eyes over certain stocks. That isn't a guarantee of great performance, but three of five of the Street's favorites in 2021 beat the market over the past year.",positive,fingpt_sentiment
"Recently, Zacks.com users have been paying close attention to Intel (INTC). This makes it worthwhile to examine what the stock has in store.",neutral,fingpt_sentiment
"Amazon's (AMZN) AWS announces the general availability of purpose-built Amazon EC2 instances, Hpc6a, which are designed for HPC workloads.",positive,fingpt_sentiment
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,neutral,fingpt_sentiment
"Goldman Sachs analysts were not discouraged by the weaker, cyclical segments, and they reiterated their buy rating on the stock.",positive,fingpt_sentiment
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,positive,fingpt_sentiment
Johnson Matthey revs up on clean air drive,positive,fingpt_sentiment
"The final trades of the week. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Steve Grasso, Jeff Mills and Julie Biel.",neutral,fingpt_sentiment
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,fingpt_sentiment
Amazon’s Cloud Battle With Microsoft Weighs on AMZN Stock,negative,fingpt_sentiment
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,fingpt_sentiment
The mill has long traditions and holds an established position in the markets .,positive,fingpt_sentiment
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,negative,fingpt_sentiment
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive,fingpt_sentiment
